,the_geom,name,description,No.,CODIGO,LATITUD,LONGITUD,ICONO
115,POINT (-74.7910884 10.9890391),CALLE 54 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 126<br>
<b>CODIGO:</b> 2157<br>
<b>LOCALIZACION:</b> CALLE 54 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9890391<br>
<b>LONGITUD:</b> -74.7910884<br>
<b>ICONO:</b> small_green
</div>",126,2157,10.989039100000001,-74.7910884,small_green
116,POINT (-74.790591 10.9907684),CALLE 54 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 127<br>
<b>CODIGO:</b> 1277<br>
<b>LOCALIZACION:</b> CALLE 54 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9907684<br>
<b>LONGITUD:</b> -74.790591<br>
<b>ICONO:</b> small_green
</div>",127,1277,10.9907684,-74.790591,small_green
117,POINT (-74.7903144 10.9917181),CALLE 54 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 128<br>
<b>CODIGO:</b> 1277<br>
<b>LOCALIZACION:</b> CALLE 54 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9917181<br>
<b>LONGITUD:</b> -74.7903144<br>
<b>ICONO:</b> small_green
</div>",128,1277,10.9917181,-74.79031440000001,small_green
118,POINT (-74.7917523 10.989339),CALLE 55 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 129<br>
<b>CODIGO:</b> 5546<br>
<b>LOCALIZACION:</b> CALLE 55 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.989339<br>
<b>LONGITUD:</b> -74.7917523<br>
<b>ICONO:</b> small_green
</div>",129,5546,10.989339,-74.7917523,small_green
119,POINT (-74.791388 10.990703),CALLE 55 CON CARRERA 47 y 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 130<br>
<b>CODIGO:</b> 5550<br>
<b>LOCALIZACION:</b> CALLE 55 CON CARRERA 47 y 50 BARRANQUILLA<br>
<b>LATITUD:</b> 10.990703<br>
<b>LONGITUD:</b> -74.791388<br>
<b>ICONO:</b> small_green
</div>",130,5550,10.990703,-74.791388,small_green
120,POINT (-74.7912042 10.9927706),CALLE 55 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 131<br>
<b>CODIGO:</b> 5354<br>
<b>LOCALIZACION:</b> CALLE 55 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9927706<br>
<b>LONGITUD:</b> -74.7912042<br>
<b>ICONO:</b> small_green
</div>",131,5354,10.992770599999998,-74.7912042,small_green
121,POINT (-74.8087009 10.9535889),CALLE 56 CON CARRERA 9D BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 133<br>
<b>CODIGO:</b> 5609<br>
<b>LOCALIZACION:</b> CALLE 56 CON CARRERA 9D BARRANQUILLA<br>
<b>LATITUD:</b> 10.9535889<br>
<b>LONGITUD:</b> -74.8087009<br>
<b>ICONO:</b> small_green
</div>",133,5609,10.953588900000002,-74.8087009,small_green
122,POINT (-74.8012771 10.9713274),CALLE 57 CON CARRERA 24 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 134<br>
<b>CODIGO:</b> 1307<br>
<b>LOCALIZACION:</b> CALLE 57 CON CARRERA 24 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9713274<br>
<b>LONGITUD:</b> -74.8012771<br>
<b>ICONO:</b> small_green
</div>",134,1307,10.9713274,-74.8012771,small_green
123,POINT (-74.7914763 10.9928996),CALLE 58 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 135<br>
<b>CODIGO:</b> 5354<br>
<b>LOCALIZACION:</b> CALLE 58 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9928996<br>
<b>LONGITUD:</b> -74.7914763<br>
<b>ICONO:</b> small_green
</div>",135,5354,10.9928996,-74.79147629999999,small_green
124,POINT (-74.79522 10.9892126),CALLE 59 CON CARRERA 45 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 136<br>
<b>CODIGO:</b> 5945<br>
<b>LOCALIZACION:</b> CALLE 59 CON CARRERA 45 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9892126<br>
<b>LONGITUD:</b> -74.79522<br>
<b>ICONO:</b> small_green
</div>",136,5945,10.989212599999998,-74.79522,small_green
125,POINT (-74.7949312 10.9902237),CALLE 59 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 137<br>
<b>CODIGO:</b> 2280<br>
<b>LOCALIZACION:</b> CALLE 59 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9902237<br>
<b>LONGITUD:</b> -74.7949312<br>
<b>ICONO:</b> small_green
</div>",137,2280,10.9902237,-74.79493120000001,small_green
126,POINT (-74.7940735 10.9919534),CALLE 59 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 139<br>
<b>CODIGO:</b> 1279<br>
<b>LOCALIZACION:</b> CALLE 59 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9919534<br>
<b>LONGITUD:</b> -74.7940735<br>
<b>ICONO:</b> small_green
</div>",139,1279,10.9919534,-74.7940735,small_green
127,POINT (-74.793324 10.9929475),CALLE 59 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 140<br>
<b>CODIGO:</b> 1279<br>
<b>LOCALIZACION:</b> CALLE 59 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9929475<br>
<b>LONGITUD:</b> -74.793324<br>
<b>ICONO:</b> small_green
</div>",140,1279,10.992947500000001,-74.793324,small_green
128,POINT (-74.7926627 10.9939843),CALLE 59 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 141<br>
<b>CODIGO:</b> 1279<br>
<b>LOCALIZACION:</b> CALLE 59 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9939843<br>
<b>LONGITUD:</b> -74.7926627<br>
<b>ICONO:</b> small_green
</div>",141,1279,10.993984300000001,-74.7926627,small_green
129,POINT (-74.7760198 10.9852619),CALLE 6 CON CARRERA 30 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 142<br>
<b>CODIGO:</b> 630<br>
<b>LOCALIZACION:</b> CALLE 6 CON CARRERA 30 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9852619<br>
<b>LONGITUD:</b> -74.7760198<br>
<b>ICONO:</b> small_green
</div>",142,630,10.985261900000001,-74.7760198,small_green
130,POINT (-74.8067513 10.9603468),CALLE 60 CON CARRERA 14 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 143<br>
<b>CODIGO:</b> 6014<br>
<b>LOCALIZACION:</b> CALLE 60 CON CARRERA 14 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9603468<br>
<b>LONGITUD:</b> -74.8067513<br>
<b>ICONO:</b> small_green
</div>",143,6014,10.9603468,-74.80675129999999,small_green
131,POINT (-74.7956265 10.9904172),CALLE 60 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 144<br>
<b>CODIGO:</b> 2280<br>
<b>LOCALIZACION:</b> CALLE 60 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9904172<br>
<b>LONGITUD:</b> -74.7956265<br>
<b>ICONO:</b> small_green
</div>",144,2280,10.9904172,-74.7956265,small_green
132,POINT (-74.8035041 10.9714016),CALLE 61 CON CARRERA 24 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 145<br>
<b>CODIGO:</b> 1309<br>
<b>LOCALIZACION:</b> CALLE 61 CON CARRERA 24 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9714016<br>
<b>LONGITUD:</b> -74.8035041<br>
<b>ICONO:</b> small_green
</div>",145,1309,10.9714016,-74.8035041,small_green
133,POINT (-74.8032603 10.9755198),CALLE 61 CON CARRERA 27 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 146<br>
<b>CODIGO:</b> 2316<br>
<b>LOCALIZACION:</b> CALLE 61 CON CARRERA 27 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9755198<br>
<b>LONGITUD:</b> -74.8032603<br>
<b>ICONO:</b> small_green
</div>",146,2316,10.9755198,-74.8032603,small_green
134,POINT (-74.798959 10.9836332),CALLE 61 CON CARRERA 38 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 147<br>
<b>CODIGO:</b> 1160<br>
<b>LOCALIZACION:</b> CALLE 61 CON CARRERA 38 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9836332<br>
<b>LONGITUD:</b> -74.798959<br>
<b>ICONO:</b> small_green
</div>",147,1160,10.9836332,-74.798959,small_green
135,POINT (-74.7980043 10.9848317),CALLE 61 CON CARRERA 41 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 148<br>
<b>CODIGO:</b> 1160<br>
<b>LOCALIZACION:</b> CALLE 61 CON CARRERA 41 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9848317<br>
<b>LONGITUD:</b> -74.7980043<br>
<b>ICONO:</b> small_green
</div>",148,1160,10.984831699999999,-74.79800429999999,small_green
136,POINT (-74.7975661 10.986423),CALLE 61 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 149<br>
<b>CODIGO:</b> 1160<br>
<b>LOCALIZACION:</b> CALLE 61 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.986423<br>
<b>LONGITUD:</b> -74.7975661<br>
<b>ICONO:</b> small_green
</div>",149,1160,10.986423,-74.7975661,small_green
137,POINT (-74.7971482 10.9878254),CALLE 61 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 150<br>
<b>CODIGO:</b> 2161<br>
<b>LOCALIZACION:</b> CALLE 61 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9878254<br>
<b>LONGITUD:</b> -74.7971482<br>
<b>ICONO:</b> small_green
</div>",150,2161,10.9878254,-74.79714820000001,small_green
138,POINT (-74.7970541 10.9908089),CALLE 62 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 151<br>
<b>CODIGO:</b> 2381<br>
<b>LOCALIZACION:</b> CALLE 62 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9908089<br>
<b>LONGITUD:</b> -74.7970541<br>
<b>ICONO:</b> small_green
</div>",151,2381,10.990808900000001,-74.7970541,small_green
139,POINT (-74.8057368 10.9715268),CALLE 64 CON CARRERA 24 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 152<br>
<b>CODIGO:</b> 1309<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 24 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9715268<br>
<b>LONGITUD:</b> -74.8057368<br>
<b>ICONO:</b> small_green
</div>",152,1309,10.971526800000001,-74.8057368,small_green
140,POINT (-74.8054204 10.9759955),CALLE 64 CON CARRERA 27 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 153<br>
<b>CODIGO:</b> 6427<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 27 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9759955<br>
<b>LONGITUD:</b> -74.8054204<br>
<b>ICONO:</b> small_green
</div>",153,6427,10.9759955,-74.8054204,small_green
141,POINT (-74.79912 10.988912),CALLE 64 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 154<br>
<b>CODIGO:</b> 6444<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.988912<br>
<b>LONGITUD:</b> -74.79912<br>
<b>ICONO:</b> small_green
</div>",154,6444,10.988912,-74.79912,small_green
142,POINT (-74.7984688 10.9911749),CALLE 64 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 155<br>
<b>CODIGO:</b> 2380<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9911749<br>
<b>LONGITUD:</b> -74.7984688<br>
<b>ICONO:</b> small_green
</div>",155,2380,10.9911749,-74.7984688,small_green
143,POINT (-74.7958224 10.9952341),CALLE 64 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 156<br>
<b>CODIGO:</b> 1272<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9952341<br>
<b>LONGITUD:</b> -74.7958224<br>
<b>ICONO:</b> small_green
</div>",156,1272,10.9952341,-74.7958224,small_green
144,POINT (-74.7948918 10.9958015),CALLE 64 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 157<br>
<b>CODIGO:</b> 1272<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9958015<br>
<b>LONGITUD:</b> -74.7948918<br>
<b>ICONO:</b> small_green
</div>",157,1272,10.9958015,-74.79489179999999,small_green
145,POINT (-74.7946546 10.9959516),CALLE 64 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 158<br>
<b>CODIGO:</b> 1272<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9959516<br>
<b>LONGITUD:</b> -74.7946546<br>
<b>ICONO:</b> small_green
</div>",158,1272,10.9959516,-74.7946546,small_green
146,POINT (-74.8097177 10.968804),CALLE 68 CON CARRERA 21B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 159<br>
<b>CODIGO:</b> 6821<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 21B BARRANQUILLA<br>
<b>LATITUD:</b> 10.968804<br>
<b>LONGITUD:</b> -74.8097177<br>
<b>ICONO:</b> small_green
</div>",159,6821,10.968803999999999,-74.80971770000001,small_green
147,POINT (-74.8068543 10.9765186),CALLE 68 CON CARRERA 27 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 160<br>
<b>CODIGO:</b> 2314<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 27 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9765186<br>
<b>LONGITUD:</b> -74.8068543<br>
<b>ICONO:</b> small_green
</div>",160,2314,10.9765186,-74.8068543,small_green
148,POINT (-74.8045322 10.9807784),CALLE 68 CON CARRERA 32 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 161<br>
<b>CODIGO:</b> 1313<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 32 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9807784<br>
<b>LONGITUD:</b> -74.8045322<br>
<b>ICONO:</b> small_green
</div>",161,1313,10.9807784,-74.80453220000001,small_green
149,POINT (-74.8034468 10.9833319),CALLE 68 CON CARRERA 38 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 162<br>
<b>CODIGO:</b> 325<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 38 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9833319<br>
<b>LONGITUD:</b> -74.8034468<br>
<b>ICONO:</b> small_green
</div>",162,325,10.9833319,-74.8034468,small_green
150,POINT (-74.8021738 10.9889008),CALLE 68 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 163<br>
<b>CODIGO:</b> 2377<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9889008<br>
<b>LONGITUD:</b> -74.8021738<br>
<b>ICONO:</b> small_green
</div>",163,2377,10.9889008,-74.8021738,small_green
151,POINT (-74.8019449 10.9897171),CALLE 68 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 164<br>
<b>CODIGO:</b> 6844<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9897171<br>
<b>LONGITUD:</b> -74.8019449<br>
<b>ICONO:</b> small_green
</div>",164,6844,10.9897171,-74.8019449,small_green
152,POINT (-74.8015695 10.990999),CALLE 68 CON CARRERA 45 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 165<br>
<b>CODIGO:</b> 6845<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 45 BARRANQUILLA<br>
<b>LATITUD:</b> 10.990999<br>
<b>LONGITUD:</b> -74.8015695<br>
<b>ICONO:</b> small_green
</div>",165,6845,10.990999,-74.8015695,small_green
153,POINT (-74.8012952 10.991962),CALLE 68 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 166<br>
<b>CODIGO:</b> 2379<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.991962<br>
<b>LONGITUD:</b> -74.8012952<br>
<b>ICONO:</b> small_green
</div>",166,2379,10.991962,-74.8012952,small_green
154,POINT (-74.8009609 10.9931928),CALLE 68 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 167<br>
<b>CODIGO:</b> 6847<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9931928<br>
<b>LONGITUD:</b> -74.8009609<br>
<b>ICONO:</b> small_green
</div>",167,6847,10.993192800000001,-74.8009609,small_green
155,POINT (-74.7997616 10.9951325),CALLE 68 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 168<br>
<b>CODIGO:</b> 1269<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9951325<br>
<b>LONGITUD:</b> -74.7997616<br>
<b>ICONO:</b> small_green
</div>",168,1269,10.9951325,-74.7997616,small_green
156,POINT (-74.7980303 10.9962025),CALLE 68 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 169<br>
<b>CODIGO:</b> 1270<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9962025<br>
<b>LONGITUD:</b> -74.7980303<br>
<b>ICONO:</b> small_green
</div>",169,1270,10.996202499999999,-74.7980303,small_green
157,POINT (-74.7975694 10.9971989),CALLE 68 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 170<br>
<b>CODIGO:</b> 1270<br>
<b>LOCALIZACION:</b> CALLE 68 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9971989<br>
<b>LONGITUD:</b> -74.7975694<br>
<b>ICONO:</b> small_green
</div>",170,1270,10.9971989,-74.7975694,small_green
158,POINT (-74.8038667 10.9868738),CALLE 69 CON CARRERA 41 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 171<br>
<b>CODIGO:</b> 2377<br>
<b>LOCALIZACION:</b> CALLE 69 CON CARRERA 41 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9868738<br>
<b>LONGITUD:</b> -74.8038667<br>
<b>ICONO:</b> small_green
</div>",171,2377,10.986873800000001,-74.8038667,small_green
159,POINT (-74.8030104 10.9893604),CALLE 69 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 172<br>
<b>CODIGO:</b> 2377<br>
<b>LOCALIZACION:</b> CALLE 69 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9893604<br>
<b>LONGITUD:</b> -74.8030104<br>
<b>ICONO:</b> small_green
</div>",172,2377,10.9893604,-74.8030104,small_green
160,POINT (-74.802703 10.9901915),CALLE 69 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 173<br>
<b>CODIGO:</b> 2377<br>
<b>LOCALIZACION:</b> CALLE 69 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9901915<br>
<b>LONGITUD:</b> -74.802703<br>
<b>ICONO:</b> small_green
</div>",173,2377,10.9901915,-74.80270300000001,small_green
161,POINT (-74.8019949 10.9923736),CALLE 69 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 174<br>
<b>CODIGO:</b> 2379<br>
<b>LOCALIZACION:</b> CALLE 69 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9923736<br>
<b>LONGITUD:</b> -74.8019949<br>
<b>ICONO:</b> small_green
</div>",174,2379,10.992373599999999,-74.8019949,small_green
162,POINT (-74.8026325 10.9946462),CALLE 70 CON CARRERA 48 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 175<br>
<b>CODIGO:</b> 7048<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 48 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9946462<br>
<b>LONGITUD:</b> -74.8026325<br>
<b>ICONO:</b> small_green
</div>",175,7048,10.9946462,-74.8026325,small_green
163,POINT (-74.8081656 10.9844714),CALLE 70 CON CARRERA 38 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 176<br>
<b>CODIGO:</b> 7038<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 38 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9844714<br>
<b>LONGITUD:</b> -74.8081656<br>
<b>ICONO:</b> small_green
</div>",176,7038,10.9844714,-74.8081656,small_green
164,POINT (-74.8061665 10.9881052),CALLE 70 CON CARRERA 41 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 177<br>
<b>CODIGO:</b> 1371<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 41 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9881052<br>
<b>LONGITUD:</b> -74.8061665<br>
<b>ICONO:</b> small_green
</div>",177,1371,10.9881052,-74.8061665,small_green
165,POINT (-74.8048982 10.9903972),CALLE 70 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 178<br>
<b>CODIGO:</b> 1371<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9903972<br>
<b>LONGITUD:</b> -74.8048982<br>
<b>ICONO:</b> small_green
</div>",178,1371,10.9903972,-74.80489820000001,small_green
166,POINT (-74.804406 10.9913249),CALLE 70 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 179<br>
<b>CODIGO:</b> 1371<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9913249<br>
<b>LONGITUD:</b> -74.804406<br>
<b>ICONO:</b> small_green
</div>",179,1371,10.9913249,-74.804406,small_green
167,POINT (-74.8039222 10.9922433),CALLE 70 CON CARRERA 45 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 180<br>
<b>CODIGO:</b> 2373<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 45 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9922433<br>
<b>LONGITUD:</b> -74.8039222<br>
<b>ICONO:</b> small_green
</div>",180,2373,10.9922433,-74.8039222,small_green
168,POINT (-74.803414 10.9931709),CALLE 70 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 181<br>
<b>CODIGO:</b> 2375<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9931709<br>
<b>LONGITUD:</b> -74.803414<br>
<b>ICONO:</b> small_green
</div>",181,2375,10.9931709,-74.803414,small_green
169,POINT (-74.8030315 10.9938933),CALLE 70 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 182<br>
<b>CODIGO:</b> 7048<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9938933<br>
<b>LONGITUD:</b> -74.8030315<br>
<b>ICONO:</b> small_green
</div>",182,7048,10.9938933,-74.80303149999999,small_green
170,POINT (-74.8014623 10.9964707),CALLE 70 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 183<br>
<b>CODIGO:</b> 1268<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9964707<br>
<b>LONGITUD:</b> -74.8014623<br>
<b>ICONO:</b> small_green
</div>",183,1268,10.9964707,-74.8014623,small_green
171,POINT (-74.8007063 10.9972485),CALLE 70 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 184<br>
<b>CODIGO:</b> 1268<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9972485<br>
<b>LONGITUD:</b> -74.8007063<br>
<b>ICONO:</b> small_green
</div>",184,1268,10.9972485,-74.8007063,small_green
172,POINT (-74.799857 10.9981308),CALLE 70 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 185<br>
<b>CODIGO:</b> 1268<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9981308<br>
<b>LONGITUD:</b> -74.799857<br>
<b>ICONO:</b> small_green
</div>",185,1268,10.9981308,-74.79985699999999,small_green
173,POINT (-74.7975243 11.0000715),CALLE 70 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 186<br>
<b>CODIGO:</b> 7058<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0000715<br>
<b>LONGITUD:</b> -74.7975243<br>
<b>ICONO:</b> small_green
</div>",186,7058,11.000071499999999,-74.7975243,small_green
174,POINT (-74.8094388 10.9831307),CALLE 70B CON CARRERA 34 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 187<br>
<b>CODIGO:</b> 1320<br>
<b>LOCALIZACION:</b> CALLE 70B CON CARRERA 34 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9831307<br>
<b>LONGITUD:</b> -74.8094388<br>
<b>ICONO:</b> small_green
</div>",187,1320,10.983130699999998,-74.8094388,small_green
175,POINT (-74.8097256 10.9768643),CALLE 70C CON CARRERA 27 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 188<br>
<b>CODIGO:</b> 1319<br>
<b>LOCALIZACION:</b> CALLE 70C CON CARRERA 27 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9768643<br>
<b>LONGITUD:</b> -74.8097256<br>
<b>ICONO:</b> small_green
</div>",188,1319,10.9768643,-74.8097256,small_green
